station,measureDate,decimaldate,yearday,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,dotemp,do,secchi,depth,nh4,po4,TDN,chlor_a,phaeopigments_a,tss,pom,pim,,,,,,,,,
PCH,6/30/98,1998.49692,181,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,287,,,27.1,17.1,,,3.1,0.3,3,8.75,1.62,,10.3,3.13,90.544,45.889,44.656,,,,,,,,,
PCH,7/1/98,1998.499658,182,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,755,,,29.6,28.4,0,29,3,0.61,0.8,0.694,1.44,,5.77,4.32,21.222,14.022,7.2,,,,,,,,,
PCH,8/25/98,1998.65024,237,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,910,,,28,,0,,,0.45,1.5,8.17,1.69,,5.87,6.16,,,,,,,,,,,,
PCH,9/30/98,1998.748802,273,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,900,,,23.2,24.8,39,24,4.2,0.32,1.1,4.1,0.835,,7.48,2.92,,,,,,,,,,,,
PCH,10/30/98,1998.830938,303,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1020,,,14.9,30.1,46,16,6.3,0.71,0.7,4.72,1.29,,1.07,2,108.044,76.1,31.944,,,,,,,,,
PCH,12/1/98,1998.918549,335,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1000,,,11.8,30.4,47,13,8.8,0.6,1.8,,,,1.17,,24.844,21.3,3.545,,,,,,,,,
PCH,12/18/98,1998.965092,352,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1050,,,6.2,22.3,36,,,0.7,1.4,4.72,0.537,,1.28,,,,,,,,,,,,,
PCH,1/28/99,1999.077344,28,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1110,,,10,18.1,29,12,7.4,0.6,0.7,2.21,0.407,,2.35,0.117,18.444,7.356,11.089,,,,,,,,,
PCH,2/25/99,1999.154004,56,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1140,,,3.4,17.4,29,4,11.2,1.02,1.5,1.14,0.254,,0.32,0.203,20.433,15.676,4.756,,,,,,,,,
PCH,3/31/99,1999.247091,90,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1200,JS,FALLING,13.3,15.8,25.79,14,8.2,0.59,3.5,3.4,0.252,,1.17,1.59,30.178,15.578,14.6,,,,,,,,,
PCH,4/28/99,1999.323751,118,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1140,JS,FALLING,15.9,25.3,39.72,16,7.3,0.5,4.8,0.591,0.269,,6.94,,51.544,41.244,10.3,,,,,,,,,
PCH,5/25/99,1999.397673,145,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1200,JS,FALLING,22,,,22,,0.76,4,,,,2.14,2.05,107.978,40.5,67.478,,,,,,,,,
PCH,6/30/99,1999.496235,181,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1,JS,FALLING,28.2,29.9,46.18,29,4,NaN,4,6.25,1.31,,5.13,2.57,152.167,,,,,,,,,,,
PCH,7/31/99,1999.581109,212,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1328,JS,FALLING,30.4,,,31,,0.55,6.4,5.46,1.55,,,,191.868,31.322,160.546,,,,,,,,,
PCH,9/9/99,1999.690623,252,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1230,JS,FALLING,27.6,,,26.3,,0.3,6.5,15,1.22,,2.88,2.65,110.889,49.4,61.489,,,,,,,,,
PCH,9/29/99,1999.74538,272,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1410,JS,FALLING,27,30,,24,5.5,0.7,7.9,5.94,1.25,,2.47,,177.222,70.322,106.9,,,,,,,,,
PCH,11/3/99,1999.841205,307,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1035,JS,FALLING,9,22,,12.1,6.5,0.75,8.2,7.95,0.967,,1,1.05,79.433,30.533,48.9,,,,,,,,,
PCH,11/30/99,1999.915127,334,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1411,JS,FALLING,9,28.4,45.02,9.1,8.9,0.75,7,2.44,0.728,,0.534,0.961,70.678,20.322,50.356,,,,,,,,,
PCH,12/2/99,1999.920602,336,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1,DRS,FALLING,11.5,28,45.3,11.5,7.5,0.82,6.5,1.4,0.36,,0.854,0.417,,,,,,,,,,,,
PCH,1/27/00,2000.073922,27,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1410,JS,FALLING,6,24.1,38.57,6.4,12.1,0.98,7,2.38,0.043,,3.64,3.56,29.8,21.567,8.234,,,,,,,,,
PCH,2/24/00,2000.150582,55,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1432,JS,FALLING,14.7,28.2,43.71,15,8.1,0.58,7.5,1.89,0.294,,0.75,2.17,40.389,35.722,4.667,,,,,,,,,
PCH,3/27/00,2000.238193,87,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1541,JS,FALLING,16.7,30,46.01,17,7.1,0.9,7,2.11,0.437,,3.84,0.716,21.433,20.722,0.711,,,,,,,,,
PCH,4/25/00,2000.317591,116,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,714,JS,FALLING,22,34,51.7,23,6.2,0.85,7.2,0.36,0.325,,7.37,1.38,39.011,26.689,12.322,,,,,,,,,
PCH,6/28/00,2000.492813,180,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1045,"JS, LB RRC, DAD+",LOW,27,25.6,40.1,27,4,0.29,2.2,8.79,0.905,,9.29,4.91,74.389,63.567,10.822,,,,,,,,,
PCH,7/25/00,2000.566735,207,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1,,,,,0,,,NaN,,10.2,1.31,,1.71,3.3,54.267,45.522,8.744,,,,,,,,,
PCH,10/10/00,2000.77755,284,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1136,,LOW EBB,12.9,28.1,43.54,,,0.63,4,5.62,0.036,,0.641,0.929,52.778,50.222,2.556,,,,,,,,,
PCH,11/8/00,2000.856947,313,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1137,PHS,LOW,12.2,30.6,47.06,,,1.08,7.9,,,,0.801,0.485,194.556,161.889,32.667,,,,,,,,,
PCH,12/6/00,2000.933607,341,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,903,PHS,LOW EBB,3.6,25.3,40.49,,,0.95,6.4,0.852,0.219,,0.534,0.214,153.667,133.556,20.111,,,,,,,,,
PCH,2/7/01,2001.106092,38,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1152,PHS,LOW EBB,7,27.8,43.62,,,0.92,4.2,0.691,0.149,,1.39,1.75,579.333,539,40.333,,,,,,,,,
PCH,3/8/01,2001.185489,67,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1530,PHS,LOW FLOOD,8.7,27.1,42.46,,,0.9,4.2,0.773,0.231,,1.39,1.15,1503.556,127.333,1376.222,,,,,,,,,
PCH,4/5/01,2001.262149,95,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1222,PHS,LOW FLOOD,11.1,22.5,37.62,,,0.82,5.1,0.773,0.231,,1.07,0.502,1438,88.556,1349.444,,,,,,,,,
PCH,5/2/01,2001.336071,122,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1255,PHS,LATE FLOOD,21.3,28.1,45.43,,,0.69,7.3,1.73,0.184,,2.78,2.16,292.667,204.778,87.889,,,,,,,,,
PCH,6/4/01,2001.42642,155,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1157,PHS,LATE EBB,22.8,28.7,52.1,,5.3,0.62,4.9,1.23,0.278,,5.34,2.06,161.556,101.556,60,,,,,,,,,
PCH,8/15/01,2001.623546,227,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1145,KO/PS/JKR,LOW FLOOD,28.1,21,,28,4.4,0.44,2.3,10.9,1.4,,6.94,3,3753.556,319.111,3434.444,,,,,,,,,
PCH,9/12/01,2001.700205,255,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1125,KO/JKR,FLOOD,29,32,,25.5,5.8,0.63,5,3.49,1.65,,5.87,1.83,225.889,61.444,164.444,,,,,,,,,
PCH,10/12/01,2001.782341,285,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1204,KMO/JKR,FLOOD,28,32,,19,6,0.68,5,7.2,1.45,,1.17,1.74,31.889,28.444,3.444,,,,,,,,,
PCH,11/14/01,2001.87269,318,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1254,KMO/JKR,EBB,10.8,33.3,51,11,,0.99,2.4,1.88,1.06,,0.534,0.812,29.333,26.333,3,,,,,,,,,
PCH,12/10/01,2001.943874,344,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1027,JKR/KMO,EBB,10.3,32.8,50.4,10,6.2,1.19,3.2,1.54,0.874,,7.05,3.27,26.889,25.111,1.778,,,,,,,,,
PCH,1/22/02,2002.061602,22,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1041,KMO/PHS,FLOOD,5.4,16,26.23,5.5,12.2,0.63,2.3,0.503,0.2,,7.05,3.27,22.444,18,4.444,,,,,,,,,
PCH,2/21/02,2002.143737,52,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1220,KMO/PHS,MID FLOOD,12,29.2,45.23,12.5,8.6,0.03,3,0.838,0.352,,2.24,,33.111,26.222,6.889,,,,,,,,,
PCH,3/26/02,2002.234086,85,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1440,KMO/JKR,MID FLOOD,14.1,27.7,43.02,14,7.2,1,9.4,0.858,0.333,,1.92,0.993,22.222,19.111,3.111,,,,,,,,,
PCH,4/24/02,2002.313484,114,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1310,KMO/JKR,LATE EBB,18,24.7,38.71,18,5,0.53,2.2,1.76,,,6.84,1.69,24,20.222,3.778,,,,,,,,,
PCH,5/21/02,2002.387406,141,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1416,KMO,MID FLOOD,19.1,30.4,46.67,19,4.5,0.6,3.2,2.81,0.679,,4.06,2.22,30.333,28.333,2,,,,,,,,,
PCH,6/21/02,2002.472279,172,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1516,KMO,MID FLOOD,26.5,34.2,51.9,26.2,3.9,0.46,3.9,0.969,0.862,,1.28,0.363,42.556,34.778,7.778,,,,,,,,,
PCH,7/22/02,2002.557153,203,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1414,KMO/PHS/JOE M/+,SLACK LOW,30.3,35.8,54.4,30.5,4.8,0.36,2.5,0.787,0.957,,19.12,3.83,76.778,66.667,10.111,,,,,,,,,
PCH,8/20/02,2002.63655,232,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1430,KMO/ JOE M,EARLY FLOOD,31.3,36.3,55.1,31,3,0.4,2.4,1.01,1.46,,20.8,4.37,45.444,,,,,,,,,,,
PCH,9/30/02,2002.748802,273,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1200,KMO,EARLY FLOOD,23.6,31,47.59,23.9,2.1,0.63,3.4,10.6,1.71,,3.42,2.11,66.111,55.667,10.444,,,,,,,,,
PCH,10/17/02,2002.795346,290,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1132,KMO/JKR,LATE EBB,17.3,28.7,44.37,17,2.5,0.35,4.5,2.82,1.18,,2.24,0.224,32.222,28.444,3.778,,,,,,,,,
PCH,11/19/02,2002.885695,323,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,,KMO,,,,,,,NaN,,,,,,,,,,,,,,,,,,
PCH,12/17/02,2002.962355,351,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1356,KMO/PHS,EARLY FLOOD,5.6,22.3,35.87,,6,0.69,2.5,2.23,0.537,,1.28,0.961,29.333,24,5.333,,,,,,,,,
PCH,4/14/03,2003.285421,104,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1522,KMO/BS,EARLY FLOOD,16.7,13.9,22.87,17,7.6,0.43,2.4,4.72,0.219,,1.5,0.972,47.667,41.333,6.333,,,,,,,,,
PCH,6/27/03,2003.488022,178,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1320,KMO,LATE EBB,30.9,26.6,41.73,30.8,6.2,0.41,2.7,1.68,0.833,,14.3,6.32,97.333,83.333,14,,,,,,,,,
PCH,7/28/03,2003.572895,209,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCH,8/27/03,2003.655031,239,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1342,KMO,LATE EBB,29.2,20,32.83,29,3.8,0.31,2.6,5.21,0.683,,4.91,1.29,73.778,59.889,13.889,,,,,,,,,
PCH,11/7/03,2003.852156,311,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1146,KMO/BJS,MID EBB,20.4,22.6,35.66,20.5,5.4,0.51,3.8,1.59,0.221,,2.14,0.63,40.222,35.889,4.333,,,,,,,,,
PCH,12/9/03,2003.939767,343,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1,KMO/BJS,,,,,,,NaN,,,,,1.17,,,,,,,,,,,,,
PCH,2/20/04,2004.13963,51,2,Mainland Creek,Machipongo,37.4482707,-75.83473921,1400,KMO/BJS,LATE EBB,7.4,24.7,39.49,7.5,12.8,0.69,2.9,1.6,0.176,,,,23.333,18.556,4.778,,,,,,,,,
PCM,7/28/92,1992.574949,210,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1048,JS,,27,29,48,27,5,0.4,6,6.73,0.853,,1.6,2.01,73.611,65.911,7.7,,,,,,,,,
PCM,8/25/92,1992.651608,238,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1008,JS,,29,18,28,28,8,0.5,7,6.86,0.837,,4.09,1.12,16.607,13.773,2.833,,,,,,,,,
PCM,9/28/92,1992.744695,272,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,950,JS,,,,,14,10.2,0.6,,,,,,,,,,,,,,,,,,
PCM,10/6/92,1992.766598,280,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,359,,,14,25.7,,,10.2,0.6,,2.73,0.3655,,1.6,1.01,14.953,11.487,3.467,,,,,,,,,
PCM,10/26/92,1992.821355,300,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1352,JS,,14,28,35,14,8.5,0.6,5,3.4,0.8085,,1.07,1.67,61.633,58.42,3.213,,,,,,,,,
PCM,11/17/92,1992.881588,322,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,908,JS,,8,26,30,7,11,0.8,5,0.014,0.333,,0.694,0.8,14.433,9.593,4.84,,,,,,,,,
PCM,12/15/92,1992.958248,350,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,630,JS,,,25,,,,1,12,3.39,0.481,,2.01,,21.673,17.72,3.953,,,,,,,,,
PCM,1/26/93,1993.073238,26,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,829,JS,,5,19,19,5,12,1.1,,0.773,0.526,,,,11.653,8.807,2.847,,,,,,,,,
PCM,2/23/93,1993.149897,54,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,2,JS,,10,26,29,,,1,3,1.14,0.291,,,,15.293,12.287,3.007,,,,,,,,,
PCM,3/23/93,1993.226557,82,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1024,JS,,10,18,21,7,10.1,0.9,5,2.26,0.144,,10.7,44.4,20.607,17.56,3.047,,,,,,,,,
PCM,4/27/93,1993.322382,117,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,928,JS,,12,26,32,12,9.1,0.8,,0.05,0.223,,9.28,,19.707,15.447,4.26,,,,,,,,,
PCM,5/25/93,1993.399042,145,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,JS,,22,25,36,21,5.4,0.5,,2.43,0.0645,,,,114.8,98.2,16.6,,,,,,,,,
PCM,6/26/93,1993.486653,177,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,JS/CB,,25,32,48,24.5,4.55,0.3,,1.24,0.8865,,16.9,7.6,35.3,31.056,4.244,,,,,,,,,
PCM,7/27/93,1993.571526,208,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,JS,,27,32,48,26,5.1,0.35,,5.07,1.18,,15.1,9.55,,,,,,,,,,,,
PCM,8/24/93,1993.648186,236,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,26,26,37,25,5,0.4,,0.188,0.8165,,26,14.2,33.1,,,,,,,,,,,
PCM,10/1/93,1993.752225,274,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1505,,,29,31,42,19,7.9,0.3,,,1.06,,6.3,5.38,73.2,67.544,5.656,,,,,,,,,
PCM,11/5/93,1993.848049,309,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,14,22,31,13,8.9,0.75,,3.92,0.722,,1.25,1.57,26.9,24.053,2.847,,,,,,,,,
PCM,12/3/93,1993.924709,337,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,11,28,32.5,,,0.7,,1.36,0.42,,1.6,,,,,,,,,,,,,
PCM,1/28/94,1994.078029,28,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,5,23,23,,,0.5,,,0.223,,1.42,9.04,46.16,40.38,5.78,,,,,,,,,
PCM,2/25/94,1994.154689,56,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,9,21,23.5,,,0.55,,1.73,0.212,,8.37,3.47,42.76,36.91,5.85,,,,,,,,,
PCM,3/31/94,1994.247775,90,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,JS,,13,22,27,,,0.6,,2.5,0.327,,14.1,10.6,177.833,,,,,,,,,,,
PCM,4/29/94,1994.327173,119,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,24,25,38.5,,,0.7,,2.71,0.393,,1.56,3.58,183.184,114.94,68.21,,,,,,,,,
PCM,5/1/94,1994.332649,121,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,24,28,43000,,5.5,0.5,,,0.323,,6.05,,80.267,,105.167,,,,,,,,,
PCM,6/1/94,1994.417522,152,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,24,28,43,24,5.5,0.5,,,,,,,,,,,,,,,,,,
PCM,6/28/94,1994.491444,179,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1537,,,28,26,34,27,6.9,0.4,,0.125,0.745,,14.8,17.9,114.578,,,,,,,,,,,
PCM,7/26/94,1994.568104,207,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,JS,,27,23,39,29,5.2,0.4,,0.065,1.12,,8.65,5.24,110.656,,,,,,,,,,,
PCM,8/30/94,1994.663929,242,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,839,,,26,32,,26,3.9,0.4,,0.064,0.578,,27.7,,88.74,79.88,8.8,,,,,,,,,
PCM,9/28/94,1994.743326,271,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,844,,,25,26,40,25,5,0.3,,0.833,0.394,,6.59,2.39,,,,,,,,,,,,
PCM,10/27/94,1994.822724,300,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,14,29,35,15,6.1,0.8,,4.56,0.955,,5.34,7.45,58.27,14.53,43.78,,,,,,,,,
PCM,11/29/94,1994.913073,333,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,930,,,11.5,27,24,12,7.3,0.6,,4.3,0.457,,6.94,1.65,65.15,15,50.15,,,,,,,,,
PCM,12/1/94,1994.918549,335,,,,,,1,,,,,,,,NaN,,,,,3.92,,,,,,,,,,,,,
PCM,1/13/95,1995.036277,13,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1122,,,7,26,27,8,10.3,0.9,,2,0.413,,2.85,1.89,,,,,,,,,,,,
PCM,2/23/95,1995.148528,54,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,930,,,5,35,32,6,9.1,NaN,,0.38,0.25,,4.63,1.1,108.98,35.14,73.84,,,,,,,,,
PCM,3/23/95,1995.225188,82,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,933,,,11,30,34,12,7.3,NaN,3.6,4.38,0.644,,2.14,,26.03,4.47,4.56,,,,,,,,,
PCM,4/20/95,1995.301848,110,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,753,,,19,26,30,19,6,NaN,,0.808,0.816,,42.4,,535.7,80.61,455.09,,,,,,,,,
PCM,5/25/95,1995.397673,145,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1150,,,25,29,43,25,5.6,NaN,,3.33,0.693,,42.4,,535.7,80.61,455.09,,,,,,,,,
PCM,6/20/95,1995.468857,171,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,855,,,21,33,45,27,4.4,NaN,2,2.59,0.99,,9.93,1.31,,,,,,,,,,,,
PCM,7/19/95,1995.548255,200,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,850,,,31,32,50,29,4,NaN,15,1.17,0.874,,35.5,3.36,,,,,,,,,,,,
PCM,8/23/95,1995.644079,235,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1118,SPITLER/BLUM,,26,29,44,25.5,5.2,0.05,4.5,2.77,1.05,,3.24,24,39.286,56.7,1.372,,,,,,,,,
PCM,9/15/95,1995.70705,258,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,806,,LOW,25.9,33.8,53,26,6.15,0.72,17,7.8,1.54,,0,0,26.35,24.37,1.99,,,,,,,,,
PCM,10/13/95,1995.78371,286,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,800,BLUM/SPITLER,,20.5,32.6,45.39,21,5.8,0.95,2.7,4.98,1.46,,3.97,30.4,316.31,310.76,5.72,,,,,,,,,
PCM,11/1/95,1995.835729,305,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,947,BLUM/SPITLER,LOW,15.9,31.2,47.82,16.5,7.6,0.94,,5.94,1.04,,1.61,5.52,30.76,24.09,6.64,,,,,,,,,
PCM,11/30/95,1995.915127,334,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1055,SPITLER/BLUM,LOW,7.1,31.9,48.4,7.3,10.2,1,3.2,2.85,0.926,,0.178,5.43,22.15,18.4,3.75,,,,,,,,,
PCM,1/1/96,1996.002738,1,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCM,2/1/96,1996.087611,32,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCM,3/1/96,1996.167009,61,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCM,4/25/96,1996.317591,116,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,902,,,16.9,22.6,31,16,6.4,0.67,4.6,2.55,0.565,,12.6,5.86,22.92,19.23,3.52,,,,,,,,,
PCM,5/1/96,1996.334018,122,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCM,6/10/96,1996.443532,162,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,950,,,25.3,28.5,44,26,6.6,0.52,4,9.09,0.385,,7.16,5.33,43.44,31.74,11.7,,,,,,,,,
PCM,7/22/96,1996.558522,204,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,854,,,26.8,21.6,34,26.8,3.9,0.57,1.5,28.8,0.339,,2.99,2.32,55.355,50.388,4.966,,,,,,,,,
PCM,8/26/96,1996.654346,239,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1106,,,26.6,26.8,42,26.8,3.6,NaN,,7.87,1.09,,3.74,2.39,37.2,26.983,10.215,,,,,,,,,
PCM,9/1/96,1996.670773,245,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCM,10/10/96,1996.77755,284,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1112,,,17.4,19.2,26,18,5.9,0.31,,4.77,1.44,,1.71,1.8,42.089,37.211,4.878,,,,,,,,,
PCM,11/21/96,1996.892539,326,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1032,,,6.6,27.9,0,8.4,7,0.7,,4.26,0.764,,,,65.744,,21.177,,,,,,,,,
PCM,12/1/96,1996.919918,336,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCM,1/22/97,1997.062286,22,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
PCM,2/1/97,1997.089665,32,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1110,,,7.1,24.4,39,8,9.1,0.68,5.2,1.24,0.185,,8.9,4.06,46.122,38.689,7.433,,,,,,,,,
PCM,3/26/97,1997.234771,85,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1349,,,13.7,21,34,14,8,NaN,3,3.06,0.127,,4.27,4.98,53.5,43.7,9.77,,,,,,,,,
PCM,4/30/97,1997.330595,120,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,925,,,15,20.6,33,16,9.8,0.77,1.6,4.9,0.009,,5.16,1.07,21.8,15.1,6.69,,,,,,,,,
PCM,5/30/97,1997.412731,150,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,900,,,19.5,32,49,20,6,0.46,2.2,5.57,0.272,,,1.07,98.7,86.6,12.1,,,,,,,,,
PCM,6/27/97,1997.489391,178,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,913,,,28.7,33,50,28,4.1,0.32,3.7,3.35,0.598,,12.1,2.28,51.8,41.7,10.2,,,,,,,,,
PCM,7/31/97,1997.582478,212,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1100,,,25.1,25,39,25.5,5,0.46,3.4,3.55,0.551,,25.8,2.35,41,29.7,11.3,,,,,,,,,
PCM,8/29/97,1997.661875,241,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1040,,,24.9,32.5,50,25,3.5,0.55,2.5,5.91,1.25,,11.4,1.87,33.1,26.1,7.01,,,,,,,,,
PCM,10/1/97,1997.752225,274,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1200,,,20.3,32.9,50,21,5.3,0.36,,6.81,1.3,,3.74,1.62,48.789,38.967,50.989,,,,,,,,,
PCM,11/11/97,1997.864476,315,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1135,,,12,25.3,40,12.5,6.4,0.7,0.9,3.42,0.711,,0.712,1.65,41.033,27.845,13.189,,,,,,,,,
PCM,11/25/97,1997.902806,329,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1130,,,7,23.6,25,7.5,9.4,1.02,,0.562,0.655,,0.409,1.3,18.367,13.844,4.522,,,,,,,,,
PCM,12/10/97,1997.943874,344,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1130,,,6.1,27.3,43,7,9.2,1.25,4.3,2.33,0.451,,3.2,,80.089,57.989,22.1,,,,,,,,,
PCM,1/29/98,1998.080767,29,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1145,,,6.1,27.3,43,7,9.5,0.35,4,1.25,0.297,,6.23,2.99,55.923,47.678,8.246,,,,,,,,,
PCM,2/26/98,1998.157426,57,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1040,,,7.3,28.5,45,8,9.5,0.25,2,3.14,0.188,,7.12,5.59,122.7,105.022,17.678,,,,,,,,,
PCM,3/25/98,1998.231348,84,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1050,,,10.5,17.8,29,11.2,8.8,0.95,6.1,4.37,0.114,,1.49,0.9,15.422,11.911,3.511,,,,,,,,,
